Timestamp,CoG Acceleration/X,CoG Acceleration/Y,CoG position/X,CoG position/Y,CoG position/Roll,CoG position/Pitch,CoG position/Yaw,Horizontal tangential speed,Over-steering criteria2,Pitch %ground,Pitch acceleration,Pitch speed,Roll %ground,Roll acceleration,Roll speed,Slope force,Speed/X,Speed/Y,Tangent Acceleration/X,Tangent Acceleration/Y,Tangential speed,Yaw %ground,Yaw acceleration,Yaw speed,Brake pedal force,Gas pedal,Steering wheel angle,Steering wheel speed,Intersection Id,Lane gap,CoG Acceleration/X.1,CoG Acceleration/Y.1,CoG position/X.1,CoG position/Y.1,Pitch acceleration.1,Pitch speed.1,Roll acceleration.1,Roll speed.1,Speed/X.1,Speed/Y.1,Tangential speed.1,Yaw acceleration.1,Yaw speed.1,CoG Acceleration/X.2,CoG Acceleration/Y.2,CoG position/X.2,CoG position/Y.2,Pitch acceleration.2,Pitch speed.2,Roll acceleration.2,Roll speed.2,Speed/X.2,Speed/Y.2,Tangential speed.2,Yaw acceleration.2,Yaw speed.2,CoG Acceleration/X.3,CoG Acceleration/Y.3,CoG position/X.3,CoG position/Y.3,Pitch acceleration.3,Pitch speed.3,Roll acceleration.3,Roll speed.3,Speed/X.3,Speed/Y.3,Tangential speed.3,Yaw acceleration.3,Yaw speed.3,CoG Acceleration/X.4,CoG Acceleration/Y.4,CoG position/X.4,CoG position/Y.4,Pitch acceleration.4,Pitch speed.4,Roll acceleration.4,Roll speed.4,Speed/X.4,Speed/Y.4,Tangential speed.4,Yaw acceleration.4,Yaw speed.4,ExportChannel/1,ExportChannel/4,ExportChannel/3,distance_to_inter_1,Type_gaze,Data Gaze2D X,Data Gaze2D Y,Data Gaze3D X,Data Gaze3D Y,Data Gaze3D Z,Data Eyeleft Gazeorigin X,Data Eyeleft Gazeorigin Y,Data Eyeleft Gazeorigin Z,Data Eyeleft Gazedirection X,Data Eyeleft Gazedirection Y,Data Eyeleft Gazedirection Z,Data Eyeleft Pupildiameter,Data Eyeright Gazeorigin X,Data Eyeright Gazeorigin Y,Data Eyeright Gazeorigin Z,Data Eyeright Gazedirection X,Data Eyeright Gazedirection Y,Data Eyeright Gazedirection Z,Data Eyeright Pupildiameter,Avg_Gazeorigin_X,Avg_Gazeorigin_Y,Avg_Gazeorigin_Z,Avg_Gazedirection_X,Avg_Gazedirection_Y,Avg_Gazedirection_Z,Avg_Pupildiameter,Velocity,Is_Fixation,Fixation_ID,Type_imu,Data Accelerometer X,Data Accelerometer Y,Data Accelerometer Z,Data Gyroscope X,Data Gyroscope Y,Data Gyroscope Z,Data Magnetometer X,Data Magnetometer Y,Data Magnetometer Z
305.95,-7.822,0.00176903,3896.96,9.67233,1.10036e-06,-0.629225,-178.944,254.231,-0.00173147,-0.629106,145.999,-0.326211,1.10035e-06,1.07486,-0.0122593,-0.00397086,0.915189,-8.25201e-05,-7.82155,0.00106381,0.915233,-178.944,-0.0531919,-0.00450315,0.0,0.0,-0.945,0.0,-1.0,0.0105773,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.39,17.3185,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.84971835994215,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
305.966,-8.90116,0.0218393,3896.96,9.67225,-0.000176656,-0.634513,-178.944,265.532,-0.00158538,-0.634392,163.909,-0.262658,-0.000176656,1.99676,-0.0102529,-0.00400505,0.955878,-6.69627e-05,-8.90072,0.0212156,0.955917,-178.944,0.870926,-0.0038892,0.0,0.0,-0.936,0.0,-1.0,0.0104996,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.36,17.3185,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.84971965189241,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
305.982,-9.59245,0.0254126,3896.95,9.67217,-0.000344728,-0.638865,-178.945,277.088,-0.00129441,-0.638744,175.859,-0.20379,-0.000344728,2.15481,-0.00882803,-0.0040345,0.997488,-0.000109957,-9.59189,0.0243548,0.997521,-178.945,0.432774,-0.00372033,0.0,0.0,-0.927,0.0,-1.0,0.0104188,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.33,17.3185,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.83972224980217,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
305.998,-9.59809,0.0204104,3896.95,9.67209,-0.000499101,-0.642349,-178.945,288.745,0.00237503,-0.642227,175.754,-0.148353,-0.000499101,1.63754,-0.0085518,-0.00405996,1.03947,-0.000142484,-9.59756,0.0190943,1.03949,-178.945,0.843278,-0.00364683,0.0,0.0,-0.918,0.0,-1.0,0.0103346,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.31,17.3184,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.839723542986352,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
306.014,-9.62526,-0.0112101,3896.94,9.672,-0.000628228,-0.644943,-178.945,300.258,0.00017211,-0.64482,175.837,-0.093926,-0.000628228,-0.868339,-0.00649716,-0.00408116,1.08092,-0.000241624,-9.62475,-0.0133621,1.08094,-178.945,-0.0403841,-0.00425773,0.0,0.0,-0.9,0.0,-1.0,0.010247,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.28,17.3184,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.82972630641145,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
306.03,-9.63837,-0.0302427,3896.94,9.67191,-0.000715701,-0.646701,-178.945,311.71,-0.00113198,-0.646578,175.913,-0.0425737,-0.000715701,-2.52273,-0.0054974,-0.00409867,1.12216,-0.000314387,-9.63781,-0.0329434,1.12218,-178.945,-0.602302,-0.0047252,0.0,0.0,-0.882,0.0,-1.0,0.0101561,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.25,17.3184,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.829727762697942,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
306.046,-9.62416,-0.0128225,3896.93,9.67182,-0.000768547,-0.647655,-178.945,323.133,0.00180745,-0.647532,175.438,0.0053565,-0.000768547,-0.666541,-0.00234803,-0.00411377,1.16329,-0.000400566,-9.62355,-0.0161369,1.16331,-178.945,0.05517,-0.00447115,0.0,0.0,-0.864,0.0,-1.0,0.010062,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.23,17.3183,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.819730530254237,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
306.062,-9.65814,-0.0113537,3896.93,9.67173,-0.000786929,-0.647899,-178.945,334.47,0.000635684,-0.647775,175.45,0.0469578,-0.000786929,-1.06848,-0.000547958,-0.00412454,1.20411,-0.000428914,-9.65751,-0.0147944,1.20412,-178.945,-0.298374,-0.00435539,0.0,0.0,-0.837,0.0,-1.0,0.00996453,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.2,17.3183,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.81973198801801,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
306.078,-9.64542,0.00269154,3896.92,9.67163,-0.000784611,-0.647528,-178.945,345.77,-0.00115769,-0.647404,174.806,0.0827831,-0.000784611,0.807612,0.00115575,-0.0041328,1.2448,-0.000512532,-9.64476,-0.00128021,1.24481,-178.945,0.574725,-0.00429926,0.0,0.0,-0.81,0.0,-1.0,0.00986395,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.17,17.3183,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.8097349218319,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
306.094,-9.66703,0.00183934,3896.92,9.67152,-0.000737237,-0.646644,-178.945,357.022,0.00070405,-0.64652,174.698,0.11143,-0.000737237,0.309836,0.00351836,-0.004138,1.28531,-0.000545495,-9.66634,-0.00226377,1.28532,-178.945,-0.406349,-0.00486022,0.0,0.0,-0.783,0.0,-1.0,0.00976002,0.0,0.0,387.381,-2.65536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2851.92,4.72605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3891.15,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7067.15,17.3182,0.0,0.0,0.0,0.0,6.00001,0.0,6.00001,0.0,0.0,999.0,3.0,0.0,20.809736705456174,gaze,0.5004778517716022,0.5634450609593266,-0.0029964986439026,-18.0657684633671,335.9684576277206,31.18575363537004,-10.8741679306655,-25.78089946220222,-0.0438427756020349,0.0235379477679432,0.9987611206101202,3.659218072891235,-30.88862119913611,-11.74718716845058,-23.76492476723161,0.0432516680364576,-0.0611540375940097,0.9971907926259722,4.018052577972412,0.1485662181169651,-11.31067754955804,-24.77291211471692,-0.0002955537827886,-0.0188080449130332,0.9979759566180462,3.838635325431824,1.850994192159579,True,0.0,imu,-0.6035361752000001,-9.33118368,3.406480196,2.01139626,1.30047233,-3.76555076,73.7314772,0.7629195999999894,-8.673200800000004
